AAcuXZ45%@r	27	23.7489497665978	27	15.8719212497280	17.7601397045308	27	24.6792583305334	13.8672919190737	24.5169035711168	27	29.3621333086812	31.6062732837428	13.5067367502410	21.847960286507	24.5819536189679	23.4431622054523	8.04588540053153	15.3068000678816	26.5282570203523	9.702012782851	22.7079581601083	27	0.751369307936909	14.4146122240388	13.8229927841447
g2	20.1434239634701	15.9558962164163	27	13.9200406779495	28.3370260579122	3.34923964763567	29.6635431651461	46.6528006195936	23.8192238866554	27	16.7081677195769	16.8926731212615	21.9475652182203	33.3058505884536	16.0652808691493	25.3160777219997	27	1.20978812714336	7.19018957023426	11.5667902600198	18.0529332500447	25.3744081890093	10.2416313977446	27	5.0196993837225
HXm25½©g3	21.5134946744596	23.6684565047622	14.4741956632567	13.3436519648411	22.8922207423551	26.2822128369870	7.49172776462671	16.0312996101123	26.6185181973897	7.08805136729582	30.1460968086429	12.0004374640571	19.0077935792111	23.0723861242571	27	27	13.040445794281	4.69369777262161	27.0237620149370	24.6627043436774	30.8228423255617	20.5864889101528	24.0017399755768	17.2203132958019	17.8584270378530
sdg4	21.2907769570549	12.54165556544604	2.2466459521356	5.9562411044148	1.402596596868	0.46980818644277	0.33206630823449	1.25954513119926	4.1722104929935	25.7599778010717	27	28.6296975954305	7.7570737808227	38.7098882876987	7.39713614664088	34.4411277334562	9.2226205772295	27	27.6562115258513	21.2891774604148	23.9777332281692	16.6242826916628	24.9443890223638	27.5768173692583	27.0263613727212
g5	6.72957468755858	20.0669948974045	22.5585122121762	33.5695754228983	21.1044454456156	17.6179936965195	6.33717905006405	20.7327430088387	28.6428231008101	23.1692120220205	4.01240765405711	5.50750547923488	27	24.2786569654861	19.1972400147319	30.4018745645966	17.2466899303825	10.8344629989435	35.5046039242397	19.8766057717262	21.4051981193881	8.81486956967223	22.0613652983441	25.0666563513332	26.3315805677701
g6	9.79598570148925	29.7503970605625	20.9766651165811	15.3644194904925	18.0922525652916	23.6778114045930	16.1226497577351	29.9173267823756	9.81227087358232	11.3218760927812	27	19.9213293112379	22.0556281967584	26.4845022064263	22.5410870113135	31.8444741187037	14.3794944881094	15.6222447714830	18.3067602101187	31.7686299766931	-5.30905124245511	28.5129183417724	18.8143580907631	24.9174825089859	32.9254587773539
g7	-13.0335216018433	17.5062772704637	27	17.9825329650026	14.592157005408	27.4485982762088	30.4015139598293	11.9282263638067	21.6304420243755	7.52881184413327	22.3656495698144	2.81692732820498	18.5982715140662	27	27	36.1402031914449	34.3110682396945	13.6277883204213	6.67000220870186	25.4096189751511	20.5149453100182	27	11.788021006623	7.23468838245218	22.4692276136333
g8	42.9795038516394	20.7707920581735	27	30.9884481036538	21.7122457098171	17.8977230739973	31.7794245846806	36.2787955521252	8.86237003091365	13.5604881794173	28.0349597908734	14.1589759806676	20.4579975036347	27	41.2322258908079	-3.90988124992580	27	37.8594898298761	27	19.5886077777906	38.8082842701866	27	10.0064412653267	25.16511855981	29.3062311851356
@#00''0o_mm	0.8665320650209	8.7567334694285	-1.14506124724983	14.4900987724064	6.064451013731	19.7215663527252	21.2481964506846	18.953047646386	27.1534212795228	22.9910570682465	25.9717206103548	20.197821322764	24.3193647590529	11.7702662970046	21.3375106844761	27	23.8328320513054	31.7065100843109	17.7535689759066	21.8854891580286	4.34626060001496	19.4383648630301	27	52.8281184871625	28.0172864441051
g|@#½10	24.298979770881	12.9162736713847	34.4959824462083	3.68871059033977	17.2872736922658	28.5513203771042	19.2235087878217	17.8944646257992	4.86403779074003	12.5091553608627	26.6616013714588	9.0084453596769	27	14.6336917222876	27	11.6473202871086	16.0321255372657	25.2759999870849	32.2800212056945	26.1104276140174	20.148649945686	22.8468018309165	29.3489990680938	21.5984279020879	41.4311772934636
